*Vertices      1899
     823 "823"    0.2763    0.3949
     824 "824"    0.4717    0.7162
     825 "825"    0.3961    0.2653
     826 "826"    0.5908    0.5958
     827 "827"    0.7628    0.2729
     828 "828"    0.1699    0.3215
     829 "829"    0.4509    0.6778
     830 "830"    0.2545    0.1705
     831 "831"    0.4339    0.6109
     832 "832"    0.5585    0.6263
     833 "833"    0.6193    0.1897
     834 "834"    0.1956    0.2152
     835 "835"    0.5422    0.6169
     836 "836"    0.2262    0.3141
     837 "837"    0.5985    0.6721
     838 "838"    0.7839    0.3725
     839 "839"    0.1741    0.7950
     840 "840"    0.4330    0.7850
     841 "841"    0.4058    0.2135
     842 "842"    0.6789    0.7082
     843 "843"    0.5772    0.7656
     844 "844"    0.5170    0.7047
     845 "845"    0.4379    0.4177
     846 "846"    0.4022    0.6598
     847 "847"    0.6005    0.2826
     848 "848"    0.1757    0.4023
     849 "849"    0.3473    0.7884
     850 "850"    0.1741    0.8294
     851 "851"    0.7587    0.6431
     852 "852"    0.2136    0.7090
     853 "853"    0.2396    0.5118
     854 "854"    0.4213    0.6189
     855 "855"    0.5112    0.1884
     856 "856"    0.3578    0.4398
     857 "857"    0.6885    0.6325
     858 "858"    0.7525    0.8114
     859 "859"    0.6633    0.7047
     860 "860"    0.4440    0.2222
     861 "861"    0.1680    0.3211
     862 "862"    0.2026    0.5925
     863 "863"    0.3820    0.2101
     864 "864"    0.7711    0.7656
     865 "865"    0.4082    0.5382
     866 "866"    0.8496    0.2201
     867 "867"    0.7357    0.8431
     868 "868"    0.2222    0.4749
     869 "869"    0.7631    0.3894
     870 "870"    0.7910    0.2343
     871 "871"    0.7469    0.3364
     872 "872"    0.5597    0.8106
     873 "873"    0.5022    0.1769
     874 "874"    0.3000    0.7123
     875 "875"    0.6689    0.6941
     876 "876"    0.7816    0.4880
     877 "877"    0.6203    0.6430
     878 "878"    0.8435    0.5666
     879 "879"    0.5782    0.4526
     880 "880"    0.4528    0.2252
     881 "881"    0.2626    0.5066
     882 "882"    0.4683    0.3887
     883 "883"    0.5862    0.6442
     884 "884"    0.8037    0.5308
     885 "885"    0.3738    0.6968
     886 "886"    0.2625    0.4346
     887 "887"    0.5701    0.6473
     888 "888"    0.7942    0.2364
     889 "889"    0.5607    0.5763
     890 "890"    0.1782    0.7542
     891 "891"    0.8222    0.7356
     892 "892"    0.7516    0.6759
     893 "893"    0.3770    0.1611
     894 "894"    0.3276    0.6651
     895 "895"    0.8180    0.8180
     896 "896"    0.2731    0.8027
     897 "897"    0.8267    0.6340
     898 "898"    0.7463    0.3706
     899 "899"    0.3031    0.2727
     900 "900"    0.2002    0.7563
     901 "901"    0.4830    0.3485
     902 "902"    0.3244    0.5207
     903 "903"    0.6001    0.2776
     904 "904"    0.2583    0.5696
     905 "905"    0.2315    0.3320
     906 "906"    0.5105    0.4159
     907 "907"    0.5304    0.2294
     908 "908"    0.7688    0.3207
     909 "909"    0.5267    0.3780
     910 "910"    0.4776    0.4573
     911 "911"    0.2596    0.1617
     912 "912"    0.7263    0.3285
     913 "913"    0.2696    0.4341
     914 "914"    0.5645    0.4381
     915 "915"    0.4591    0.7540
     916 "916"    0.6489    0.6916
     917 "917"    0.8059    0.2834
     918 "918"    0.6816    0.6800
     919 "919"    0.2853    0.2334
     920 "920"    0.3930    0.1710
     921 "921"    0.3377    0.3202
     922 "922"    0.6869    0.4127
     923 "923"    0.4811    0.7753
     924 "924"    0.3395    0.7190
     925 "925"    0.4616    0.6186
     926 "926"    0.6316    0.3985
     927 "927"    0.3924    0.5898
     928 "928"    0.3473    0.8462
     929 "929"    0.3173    0.3944
     930 "930"    0.1723    0.6990
     931 "931"    0.8061    0.4100
     932 "932"    0.6766    0.2383
     933 "933"    0.7618    0.6635
     934 "934"    0.6556    0.5854
     935 "935"    0.7045    0.5686
     936 "936"    0.6800    0.2145
     937 "937"    0.3563    0.2897
     938 "938"    0.7652    0.5953
     939 "939"    0.5413    0.5693
     940 "940"    0.1631    0.7273
     941 "941"    0.6792    0.8314
     942 "942"    0.4450    0.4299
     943 "943"    0.8342    0.4544
     944 "944"    0.6152    0.2081
     945 "945"    0.6494    0.5757
     946 "946"    0.4866    0.3968
     947 "947"    0.2752    0.4631
     948 "948"    0.7036    0.3593
     949 "949"    0.1752    0.1736
     950 "950"    0.5861    0.7963
     951 "951"    0.3648    0.3850
     952 "952"    0.7433    0.4837
     953 "953"    0.5194    0.2631
     954 "954"    0.7703    0.6506
     955 "955"    0.4574    0.7080
     956 "956"    0.7311    0.2633
     957 "957"    0.6811    0.1880
     958 "958"    0.5912    0.6785
     959 "959"    0.7324    0.6576
     960 "960"    0.3498    0.4797
     961 "961"    0.2994    0.6121
     962 "962"    0.2900    0.7119
     963 "963"    0.4791    0.8329
     964 "964"    0.2417    0.2774
     965 "965"    0.6765    0.2231
     966 "966"    0.4296    0.6575
     967 "967"    0.8048    0.6341
     968 "968"    0.3492    0.7734
     969 "969"    0.4135    0.5363
     970 "970"    0.6942    0.8012
     971 "971"    0.5560    0.2850
     972 "972"    0.2254    0.3064
     973 "973"    0.3738    0.5852
     974 "974"    0.6600    0.7571
     975 "975"    0.1644    0.4489
     976 "976"    0.6142    0.2355
     977 "977"    0.4573    0.4110
     978 "978"    0.4337    0.5596
     979 "979"    0.8085    0.8376
     980 "980"    0.6962    0.2772
     981 "981"    0.7986    0.7443
     982 "982"    0.4598    0.3999
     983 "983"    0.2907    0.6146
     984 "984"    0.8073    0.1889
     985 "985"    0.3802    0.2783
     986 "986"    0.4962    0.4057
     987 "987"    0.3427    0.5935
     988 "988"    0.8230    0.7963
     989 "989"    0.7693    0.3408
     990 "990"    0.5587    0.4646
     991 "991"    0.8387    0.2271
     992 "992"    0.5126    0.1621
     993 "993"    0.2662    0.1537
     994 "994"    0.3351    0.7919
     995 "995"    0.5337    0.5941
     996 "996"    0.4625    0.3038
     997 "997"    0.1800    0.1920
     998 "998"    0.5677    0.4408
     999 "999"    0.8210    0.7745
     1000 "1000"    0.7675    0.6478
     1001 "1001"    0.8158    0.3324
     1002 "1002"    0.8030    0.7593
     1003 "1003"    0.6038    0.2238
     1004 "1004"    0.2901    0.6331
     1005 "1005"    0.4826    0.4978
     1006 "1006"    0.5119    0.4862
     1007 "1007"    0.4905    0.8396
     1008 "1008"    0.6923    0.2568
     1009 "1009"    0.3248    0.2949
     1010 "1010"    0.7799    0.6960
     1011 "1011"    0.2056    0.3176
     1012 "1012"    0.5302    0.6636
     1013 "1013"    0.2649    0.4464
     1014 "1014"    0.2609    0.6829
     1015 "1015"    0.4210    0.6095
     1016 "1016"    0.4230    0.5771
     1017 "1017"    0.7703    0.4146
     1018 "1018"    0.8077    0.1917
     1019 "1019"    0.6041    0.6662
     1020 "1020"    0.3875    0.4789
     1021 "1021"    0.6353    0.6219
     1022 "1022"    0.3611    0.2925
     1023 "1023"    0.5875    0.7808
     1024 "1024"    0.5422    0.5275
     1025 "1025"    0.5863    0.1622
     1026 "1026"    0.4192    0.7959
     1027 "1027"    0.2549    0.3221
     1028 "1028"    0.2796    0.6232
     1029 "1029"    0.8012    0.5094
     1030 "1030"    0.7656    0.5147
     1031 "1031"    0.8482    0.7647
     1032 "1032"    0.8097    0.5156
     1033 "1033"    0.7496    0.5145
     1034 "1034"    0.3711    0.3704
     1035 "1035"    0.1888    0.7079
     1036 "1036"    0.5670    0.6563
     1037 "1037"    0.6522    0.2020
     1038 "1038"    0.2654    0.2404
     1039 "1039"    0.7255    0.3946
     1040 "1040"    0.2936    0.2931
     1041 "1041"    0.3579    0.7576
     1042 "1042"    0.6736    0.7507
     1043 "1043"    0.2911    0.3195
     1044 "1044"    0.2842    0.5109
     1045 "1045"    0.5407    0.7073
     1046 "1046"    0.8233    0.2110
     1047 "1047"    0.5878    0.2323
     1048 "1048"    0.3038    0.3127
     1049 "1049"    0.6136    0.1950
     1050 "1050"    0.7220    0.6975
     1051 "1051"    0.4832    0.6354
     1052 "1052"    0.7728    0.4485
     1053 "1053"    0.3632    0.7517
     1054 "1054"    0.7010    0.1724
     1055 "1055"    0.7305    0.4737
     1056 "1056"    0.3203    0.2838
     1057 "1057"    0.4026    0.5549
     1058 "1058"    0.8290    0.7561
     1059 "1059"    0.5039    0.8206
     1060 "1060"    0.2092    0.3156
     1061 "1061"    0.7417    0.5891
     1062 "1062"    0.1935    0.2327
     1063 "1063"    0.4562    0.5547
     1064 "1064"    0.2259    0.5292
     1065 "1065"    0.2772    0.6934
     1066 "1066"    0.2544    0.4109
     1067 "1067"    0.3911    0.8338
     1068 "1068"    0.7410    0.2001
     1069 "1069"    0.7038    0.2059
     1070 "1070"    0.3603    0.8178
     1071 "1071"    0.6581    0.1582
     1072 "1072"    0.4378    0.5407
     1073 "1073"    0.8376    0.4029
     1074 "1074"    0.8392    0.8433
     1075 "1075"    0.2624    0.3337
     1076 "1076"    0.2122    0.3875
     1077 "1077"    0.2654    0.3279
     1078 "1078"    0.3540    0.5265
     1079 "1079"    0.7989    0.2209
     1080 "1080"    0.6378    0.3361
     1081 "1081"    0.4103    0.7188
     1082 "1082"    0.8320    0.6856
     1083 "1083"    0.7973    0.3857
     1084 "1084"    0.7004    0.6169
     1085 "1085"    0.2123    0.6255
     1086 "1086"    0.3544    0.2898
     1087 "1087"    0.7937    0.4379
     1088 "1088"    0.6041    0.4153
     1089 "1089"    0.4340    0.7236
     1090 "1090"    0.6251    0.1793
     1091 "1091"    0.2158    0.2669
     1092 "1092"    0.2427    0.7374
     1093 "1093"    0.4797    0.7204
     1094 "1094"    0.2982    0.5245
     1095 "1095"    0.7907    0.2698
     1096 "1096"    0.3426    0.3159
     1097 "1097"    0.3366    0.6550
     1098 "1098"    0.7833    0.4312
     1099 "1099"    0.3646    0.5735
     1100 "1100"    0.6718    0.6646
     1101 "1101"    0.6341    0.4925
     1102 "1102"    0.7111    0.3900
     1103 "1103"    0.2518    0.6498
     1104 "1104"    0.2187    0.6707
     1105 "1105"    0.8194    0.8117
     1106 "1106"    0.7752    0.5682
     1107 "1107"    0.1928    0.7261
     1108 "1108"    0.7429    0.3365
     1109 "1109"    0.3550    0.3856
     1110 "1110"    0.7377    0.5455
     1111 "1111"    0.5363    0.7881
     1112 "1112"    0.3873    0.3620
     1113 "1113"    0.8355    0.4587
     1114 "1114"    0.5052    0.4946
     1115 "1115"    0.4375    0.6768
     1116 "1116"    0.4679    0.3705
     1117 "1117"    0.6170    0.3137
     1118 "1118"    0.3743    0.3045
     1119 "1119"    0.4782    0.5797
     1120 "1120"    0.2245    0.6804
     1121 "1121"    0.1737    0.2354
     1122 "1122"    0.4444    0.8487
     1123 "1123"    0.6020    0.5151
     1124 "1124"    0.5461    0.6184
     1125 "1125"    0.6683    0.6674
     1126 "1126"    0.6001    0.3935
     1127 "1127"    0.3707    0.2102
     1128 "1128"    0.5600    0.3784
     1129 "1129"    0.6397    0.3604
     1130 "1130"    0.3618    0.1573
     1131 "1131"    0.8391    0.7743
     1132 "1132"    0.3942    0.8235
     1133 "1133"    0.6148    0.5193
     1134 "1134"    0.7069    0.8061
     1135 "1135"    0.3463    0.4623
     1136 "1136"    0.3059    0.5292
     1137 "1137"    0.2340    0.2376
     1138 "1138"    0.1555    0.3953
     1139 "1139"    0.3307    0.6371
     1140 "1140"    0.3790    0.5762
     1141 "1141"    0.4996    0.7319
     1142 "1142"    0.5316    0.7595
     1143 "1143"    0.1578    0.2206
     1144 "1144"    0.7912    0.2804
     1145 "1145"    0.6380    0.1636
     1146 "1146"    0.6846    0.6382
     1147 "1147"    0.5716    0.3427
     1148 "1148"    0.5480    0.6718
     1149 "1149"    0.7857    0.7623
     1150 "1150"    0.5874    0.7523
     1151 "1151"    0.3606    0.2802
     1152 "1152"    0.2892    0.3126
     1153 "1153"    0.6908    0.2333
     1154 "1154"    0.3985    0.5201
     1155 "1155"    0.2472    0.7931
     1156 "1156"    0.7604    0.2644
     1157 "1157"    0.7352    0.3691
     1158 "1158"    0.7949    0.4190
     1159 "1159"    0.6923    0.1509
     1160 "1160"    0.4531    0.6942
     1161 "1161"    0.3732    0.6460
     1162 "1162"    0.3711    0.1903
     1163 "1163"    0.6183    0.3578
     1164 "1164"    0.8187    0.3258
     1165 "1165"    0.2921    0.6194
     1166 "1166"    0.6126    0.5878
     1167 "1167"    0.5548    0.4650
     1168 "1168"    0.8437    0.8377
     1169 "1169"    0.5886    0.6116
     1170 "1170"    0.2297    0.2693
     1171 "1171"    0.3989    0.7827
     1172 "1172"    0.6001    0.7993
     1173 "1173"    0.5645    0.6931
     1174 "1174"    0.5696    0.4349
     1175 "1175"    0.1963    0.4819
     1176 "1176"    0.4614    0.1562
     1177 "1177"    0.8433    0.7576
     1178 "1178"    0.3875    0.4044
     1179 "1179"    0.4410    0.4933
     1180 "1180"    0.1874    0.5569
     1181 "1181"    0.8027    0.2908
     1182 "1182"    0.2955    0.2426
     1183 "1183"    0.4922    0.4961
     1184 "1184"    0.6796    0.8213
     1185 "1185"    0.4278    0.6344
     1186 "1186"    0.7740    0.6265
     1187 "1187"    0.7130    0.5038
     1188 "1188"    0.7015    0.1562
     1189 "1189"    0.2827    0.6402
     1190 "1190"    0.7533    0.6551
     1191 "1191"    0.6247    0.7423
     1192 "1192"    0.4728    0.7154
     1193 "1193"    0.2997    0.4223
     1194 "1194"    0.2660    0.6060
     1195 "1195"    0.7822    0.5214
     1196 "1196"    0.2291    0.3966
     1197 "1197"    0.1882    0.6006
     1198 "1198"    0.1673    0.5333
     1199 "1199"    0.6661    0.3016
     1200 "1200"    0.7507    0.3918
     1201 "1201"    0.7633    0.5376
     1202 "1202"    0.3214    0.3097
     1203 "1203"    0.2956    0.6534
     1204 "1204"    0.2590    0.1736
     1205 "1205"    0.5899    0.4710
     1206 "1206"    0.4597    0.4134
     1207 "1207"    0.6594    0.2090
     1208 "1208"    0.2866    0.2295
     1209 "1209"    0.5505    0.5382
     1210 "1210"    0.2068    0.6570
     1211 "1211"    0.1625    0.3127
     1212 "1212"    0.2092    0.6381
     1213 "1213"    0.2267    0.1953
     1214 "1214"    0.3761    0.3615
     1215 "1215"    0.3990    0.2583
     1216 "1216"    0.7522    0.3891
     1217 "1217"    0.8041    0.8308
     1218 "1218"    0.6316    0.6747
     1219 "1219"    0.2339    0.6259
     1220 "1220"    0.3605    0.2494
     1221 "1221"    0.4896    0.3693
     1222 "1222"    0.5210    0.6304
     1223 "1223"    0.6132    0.7089
     1224 "1224"    0.5446    0.7695
     1225 "1225"    0.6567    0.1756
     1226 "1226"    0.3769    0.2549
     1227 "1227"    0.4847    0.5368
     1228 "1228"    0.5865    0.3348
     1229 "1229"    0.2995    0.4460
     1230 "1230"    0.6867    0.2152
     1231 "1231"    0.6439    0.4913
     1232 "1232"    0.5215    0.2633
     1233 "1233"    0.5139    0.1956
     1234 "1234"    0.6296    0.8115
     1235 "1235"    0.7944    0.6150
     1236 "1236"    0.4851    0.8432
     1237 "1237"    0.7914    0.4424
     1238 "1238"    0.6856    0.3114
     1239 "1239"    0.3286    0.3150
     1240 "1240"    0.6300    0.2151
     1241 "1241"    0.4346    0.7797
     1242 "1242"    0.2103    0.3338
     1243 "1243"    0.7289    0.5609
     1244 "1244"    0.2105    0.3018
     1245 "1245"    0.1926    0.5462
     1246 "1246"    0.4811    0.7690
     1247 "1247"    0.4825    0.1735
     1248 "1248"    0.7388    0.1755
     1249 "1249"    0.6122    0.3893
     1250 "1250"    0.6083    0.3467
     1251 "1251"    0.7219    0.2122
     1252 "1252"    0.6042    0.6746
     1253 "1253"    0.6082    0.7211
     1254 "1254"    0.3191    0.7492
     1255 "1255"    0.5779    0.3508
     1256 "1256"    0.7689    0.6590
     1257 "1257"    0.4557    0.5673
     1258 "1258"    0.5089    0.2632
     1259 "1259"    0.4556    0.5510
     1260 "1260"    0.5248    0.3148
     1261 "1261"    0.7977    0.3133
     1262 "1262"    0.1589    0.7819
     1263 "1263"    0.6270    0.3274
     1264 "1264"    0.8256    0.2982
     1265 "1265"    0.4718    0.6410
     1266 "1266"    0.8280    0.8437
     1267 "1267"    0.7427    0.5083
     1268 "1268"    0.4815    0.2248
     1269 "1269"    0.1586    0.4590
     1270 "1270"    0.5051    0.6208
     1271 "1271"    0.2622    0.4873
     1272 "1272"    0.6290    0.7032
     1273 "1273"    0.6456    0.8303
     1274 "1274"    0.6408    0.6490
     1275 "1275"    0.5058    0.7719
     1276 "1276"    0.6638    0.5104
