city_O,city_D
"Detroit","Seattle"
"Detroit","Louisville"
"Detroit","State College Pennsylvania"
"Detroit","South Bend"
"Detroit","Savannah"
"Detroit","San Antonio"
"Detroit","San Diego"
"Detroit","Rochester"
"Detroit","Roanoke VA"
"Detroit","Richmond"
"Detroit","Raleigh-durham"
"Detroit","Portland"
"Detroit","Providence"
"Detroit","Pellston"
"Detroit","Pittsburgh (pennsylva)"
"Detroit","Peoria"
"Detroit","West Palm Beach"
"Detroit","Norfolk"
"Detroit","Omaha"
"Detroit","Oklahoma City"
"Detroit","New Orleans"
"Detroit","Minneapolis"
"Detroit","Madison"
"Detroit","Marquette"
"Detroit","Moline"
"Detroit","Milwaukee"
"Detroit","Manchester NH"
"Detroit","Memphis"
"Detroit","Harrisburg"
"Detroit","Kansas City"
"Detroit","Saginaw"
"Detroit","Little Rock"
"Detroit","Lexington KY"
"Detroit","Los Angeles"
"Detroit","Lansing"
"Detroit","Jacksonville"
"Detroit","Ithaca"
"Detroit","Indianapolis"
"Detroit","Huntington"
"Detroit","Huntsville"
"Detroit","White Plains"
"Detroit","Greenville"
"Detroit","Greensboro"
"Detroit","Grand Rapids"
"Detroit","Green Bay"
"Detroit","Fort Wayne"
"Detroit","Flint"
"Detroit","Evansville"
"Detroit","Escanaba"
"Detroit","Erie"
"Detroit","Elmira"
"Detroit","Des Moines"
"Detroit","Duluth"
"Detroit","Dayton"
"Detroit","Wassau"
"Detroit","Cincinnati"
"Detroit","Columbus"
"Detroit","Cleveland"
"Detroit","Sault Ste Marie"
"Detroit","Cedar Rapids"
"Detroit","Chattanooga"
"Detroit","Akron"
"Detroit","Colombia"
"Detroit","Buffalo"
"Detroit","Burlington"
"Detroit","Boston"
"Detroit","Bloomington"
"Detroit","Birmingham"
"Detroit","Bangor"
"Detroit","Binghamton"
"Detroit","Windsor Locks"
"Detroit","Kalamazoo"
"Detroit","Scranton"
"Detroit","Asheville"
"Detroit","Austin"
"Detroit","Appleton"
"Detroit","Alpena"
"Detroit","Albany"
"Detroit","Allentown"
"Des Moines","Minneapolis"
"Des Moines","Memphis"
"Des Moines","Detroit"
"Des Moines","Washington"
"Des Moines","Atlanta"
"Duluth","Minneapolis"
"Duluth","Detroit"
"Dothan","Atlanta"
"Washington","Memphis"
"Washington","Lexington KY"
"Washington","Jackson"
"Washington","Des Moines"
"Dayton","Minneapolis"
"Dayton","Detroit"
"Dallas","Memphis"
"Daytona Beach","Atlanta"
"Wassau","Minneapolis"
"Wassau","Detroit"
"Cincinnati","Bentonville"
"Cincinnati","Tampa"
"Cincinnati","Syracuse"
"Cincinnati","St. Louis"
"Cincinnati","Salt Lake City"
"Cincinnati","San Francisco"
"Cincinnati","Fort Myers"
"Cincinnati","Richmond"
"Cincinnati","Raleigh-durham"
"Cincinnati","Pittsburgh (pennsylva)"
"Cincinnati","Phoenix"
"Cincinnati","Norfolk"
"Cincinnati","Omaha"
"Cincinnati","New Orleans"
"Cincinnati","Minneapolis"
"Cincinnati","Madison"
"Cincinnati","Milwaukee"
"Cincinnati","Memphis"
"Cincinnati","Harrisburg"
"Cincinnati","Orlando"
"Cincinnati","Kansas City"
"Cincinnati","Los Angeles"
"Cincinnati","Las Vegas"
"Cincinnati","Jacksonville"
"Cincinnati","Greenville"
"Cincinnati","Greensboro"
"Cincinnati","Grand Rapids"
"Cincinnati","Fort Lauderdale"
"Cincinnati","Detroit"
"Cincinnati","Baltimore"
"Cincinnati","Boston"
"Cincinnati","Nashville"
"Cincinnati","Windsor Locks"
"Cincinnati","Atlanta"
"Casper","Salt Lake City"
"Columbia","Memphis"
"Colorado Springs","Salt Lake City"
"Colorado Springs","Minneapolis"
"Colorado Springs","Atlanta"
"Cody","Salt Lake City"
"Columbus","Raleigh-durham"
"Columbus","Minneapolis"
"Columbus","Memphis"
"Columbus","Detroit"
"Columbus","Boston"
"Cleveland","Memphis"
"Cleveland","Detroit"
"Sault Ste Marie","Detroit"
"Cedar Rapids","Minneapolis"
"Cedar Rapids","Detroit"
"Cedar Rapids","Atlanta"
"Charleston","Detroit"
"Charleston","Atlanta"
"Charlottesville VA","Atlanta"
"Chattanooga","Detroit"
"Chattanooga","Atlanta"
"Cedar City","Salt Lake City"
"Akron","Detroit"
"Colombia","New York"
"Colombia","Detroit"
"Colombia","Atlanta"
"Bozeman","Salt Lake City"
"Bozeman","Minneapolis"
"Bozeman","Atlanta"
"Baltimore","Minneapolis"
"Baltimore","Cincinnati"
"Burbank","Salt Lake City"
"Buffalo","Minneapolis"
"Buffalo","Detroit"
"Burlington","Detroit"
"Baton Rouge","Memphis"
"Baton Rouge","Atlanta"
"Butte","Salt Lake City"
"Brainerd","Minneapolis"
"Brunswick","Atlanta"
"Boston","Salt Lake City"
"Boston","Norfolk"
"Boston","Minneapolis"
"Boston","Memphis"
"Boston","Indianapolis"
"Boston","Detroit"
"Boston","Cincinnati"
"Boston","Columbus"
"Boise","Salt Lake City"
"Boise","Minneapolis"
"Nashville","Salt Lake City"
"Nashville","Minneapolis"
"Nashville","Memphis"
"Nashville","Cincinnati"
"Nashville","Atlanta"
"Bloomington","Minneapolis"
"Bloomington","Detroit"
"Bismarck","Minneapolis"
"Billings","Salt Lake City"
"Billings","Minneapolis"
"Birmingham","Minneapolis"
"Birmingham","Memphis"
"Birmingham","New York"
"Birmingham","Detroit"
"Birmingham","Atlanta"
"Bangor","Detroit"
"Binghamton","Detroit"
"Windsor Locks","Raleigh-durham"
"Windsor Locks","Minneapolis"
"Windsor Locks","Detroit"
"Windsor Locks","Cincinnati"
"Windsor Locks","Atlanta"
"Kalamazoo","Minneapolis"
"Kalamazoo","Detroit"
"Scranton","Detroit"
"Scranton","Atlanta"
"Asheville","Detroit"
"Asheville","Atlanta"
"Austin","Salt Lake City"
"Austin","Minneapolis"
"Austin","Memphis"
"Austin","Detroit"
"Austin","Atlanta"
"Watertown","Minneapolis"
"Appleton","Minneapolis"
"Appleton","Detroit"
"Appleton","Atlanta"
"Atlanta","Bentonville"
"Atlanta","Valdosta"
"Atlanta","Knoxville"
"Atlanta","Tucson"
"Atlanta","Tulsa"
"Atlanta","BRISTOL"
"Atlanta","Tallahassee"
"Atlanta","Syracuse"
"Atlanta","Newburgh"
"Atlanta","Santa Ana"
"Atlanta","Sacramento"
"Atlanta","Shreveport"
"Atlanta","Springfield"
"Atlanta","South Bend"
"Atlanta","Savannah"
"Atlanta","San Diego"
"Atlanta","Roanoke VA"
"Atlanta","Providence"
"Atlanta","Norfolk"
"Atlanta","Ontario"
"Atlanta","Omaha"
"Atlanta","Oklahoma City"
"Atlanta","Jacksonville NC"
"Atlanta","Myrtle Beach"
"Atlanta","Montrose CO"
"Atlanta","Madison"
"Atlanta","Muscle Shoals"
"Atlanta","Mobile"
"Atlanta","Monroe"
"Atlanta","Moline"
"Atlanta","Melbourne"
"Atlanta","Manchester NH"
"Atlanta","MONTGOMERY"
"Atlanta","Mcallen"
"Atlanta","Meridian"
"Atlanta","Harrisburg"
"Atlanta","Lewisburg"
"Atlanta","Little Rock"
"Atlanta","Lafayette"
"Atlanta","Lexington KY"
"Atlanta","Jackson"
"Atlanta","Jacksn Hole"
"Atlanta","Wilmington"
"Atlanta","Huntsville"
"Atlanta","Honolulu"
"Atlanta","Hayden"
"Atlanta","Columbus Mississippi"
"Atlanta","Greenville"
"Atlanta","Greensboro"
"Atlanta","Grand Rapids"
"Atlanta","Killeen"
"Atlanta","Gulfport"
"Atlanta","Gainesville"
"Atlanta","Fort Wayne"
"Atlanta","Fayetteville"
"Atlanta","Key West"
"Atlanta","New Bern"
"Atlanta","Evansville"
"Atlanta","El Paso"
"Atlanta","Vail"
"Atlanta","Des Moines"
"Atlanta","Dothan"
"Atlanta","Daytona Beach"
"Atlanta","Cincinnati"
"Atlanta","Colorado Springs"
"Atlanta","Cedar Rapids"
"Atlanta","Charlottesville VA"
"Atlanta","Chattanooga"
"Atlanta","Colombia"
"Atlanta","Bozeman"
"Atlanta","Baton Rouge"
"Atlanta","Brunswick"
"Atlanta","Nashville"
"Atlanta","Birmingham"
"Atlanta","Windsor Locks"
"Atlanta","Scranton"
"Atlanta","Asheville"
"Atlanta","Austin"
"Atlanta","Appleton"
"Atlanta","Bush Field"
"Atlanta","Alexandria"
"Atlanta","Albuquerque"
"Atlanta","Allentown"
"Alpena","Detroit"
"Anchorage","Salt Lake City"
"Anchorage","Minneapolis"
"Waterloo","Minneapolis"
"Albany","Minneapolis"
"Albany","Detroit"
"Bush Field","Atlanta"
"Alexandria","Atlanta"
"Aberdeen","Minneapolis"
"Albuquerque","Minneapolis"
"Albuquerque","Atlanta"
"Allentown","Detroit"
"Allentown","Atlanta"
"Victoria","Houston"
"Tyler","Houston"
"Syracuse","Newark"
"Syracuse","Cleveland"
"South Bend","Cleveland"
"Rochester","Newark"
"Rochester","Cleveland"
"Providence","Newark"
"Pittsburgh (pennsylva)","Cleveland"
"Monroe","Houston"
"Harrisburg","Newark"
"Harrisburg","Cleveland"
"Lake Charles","Houston"
"Ithaca","Newark"
"Houston","Victoria"
"Houston","Tyler"
"Houston","Monroe"
"Houston","Lake Charles"
"Houston","Killeen"
"Houston","Del Rio"
"Houston","College Station"
"Houston","Beaumont"
"Houston","Waco"
"Killeen","Houston"
"Flint","Cleveland"
"Newark","Syracuse"
"Newark","Rochester"
"Newark","Providence"
"Newark","Harrisburg"
"Newark","Ithaca"
"Newark","Windsor Locks"
"Newark","Scranton"
"Erie","Cleveland"
"Del Rio","Houston"
"Cincinnati","Cleveland"
"Columbus","Cleveland"
"College Station","Houston"
"Cleveland","Syracuse"
"Cleveland","South Bend"
"Cleveland","Rochester"
"Cleveland","Pittsburgh (pennsylva)"
"Cleveland","Harrisburg"
"Cleveland","Flint"
"Cleveland","Erie"
"Cleveland","Cincinnati"
"Cleveland","Columbus"
"Cleveland","Buffalo"
"Buffalo","Cleveland"
"Beaumont","Houston"
"Windsor Locks","Newark"
"Scranton","Newark"
"Waco","Houston"
"Tampa","White Plains"
"Tampa","Boston"
"Syracuse","Orlando"
"Newburgh","Orlando"
"Newburgh","Fort Lauderdale"
"Sarasota","New York"
"Sacramento","Long Beach"
"Sacramento","New York"
"San Francisco","Long Beach"
"San Diego","Boston"
"Fort Myers","White Plains"
"Fort Myers","Buffalo"
"Richmond","Fort Lauderdale"
"Portland","Long Beach"
"West Palm Beach","Boston"
"West Palm Beach","Windsor Locks"
"Chicago","Long Beach"
"Oakland","Long Beach"
"Oakland","New York"
"New Orleans","Boston"
"Orlando","Syracuse"
"Orlando","Newburgh"
"Orlando","Burlington"
"Long Beach","Sacramento"
"Long Beach","San Francisco"
"Long Beach","Portland"
"Long Beach","Chicago"
"Long Beach","Oakland"
"Long Beach","Las Vegas"
"Long Beach","New York"
"Long Beach","Washington"
"Long Beach","Boston"
"Long Beach","Austin"
"Las Vegas","Long Beach"
"Las Vegas","Boston"
"New York","Sarasota"
"New York","Sacramento"
"New York","Oakland"
"New York","Long Beach"
"New York","Burbank"
"New York","Austin"
"Jacksonville","Boston"
"Washington","Long Beach"
"White Plains","Tampa"
"White Plains","Fort Myers"
"White Plains","Fort Lauderdale"
"Fort Lauderdale","Newburgh"
"Fort Lauderdale","Richmond"
"Fort Lauderdale","White Plains"
"Burbank","New York"
"Buffalo","Fort Myers"
"Burlington","Orlando"
"Boston","Tampa"
"Boston","San Diego"
"Boston","West Palm Beach"
"Boston","New Orleans"
"Boston","Long Beach"
"Boston","Las Vegas"
"Boston","Jacksonville"
"Boston","Austin"
"Windsor Locks","West Palm Beach"
"Austin","Long Beach"
"Austin","New York"
"Austin","Boston"
"Yakima","Seattle"
"Yakutat","Juneau"
"Yakutat","Cordova"
"Wrangell","Petersburg"
"Wrangell","Ketchikan"
"Tucson","Seattle"
"Hailey","Seattle"
"Santa Rosa","Seattle"
"Santa Rosa","Los Angeles"
"Santa Rosa","Las Vegas"
"Sacramento","San Jose"
"Sacramento","Palm Springs"
"Sacramento","Boise"
"San Jose","Sacramento"
"San Jose","Lihue"
"San Jose","Boise"
"Sitka","Ketchikan"
"Seattle","Yakima"
"Seattle","Tucson"
"Seattle","Hailey"
"Seattle","Santa Rosa"
"Seattle","Santa Barbara"
"Seattle","Redmond-Bend"
"Seattle","Pullman"
"Seattle","Palm Springs"
"Seattle","Pasco"
"Seattle","Missoula"
"Seattle","Medford"
"Seattle","Orlando"
"Seattle","Lewiston"
"Seattle","Lihue"
"Seattle","Kona"
"Seattle","Juneau"
"Seattle","Great Falls"
"Seattle","Spokane"
"Seattle","Kalispell"
"Seattle","Fresno"
"Seattle","Fairbanks"
"Seattle","Eugene"
"Seattle","Wenatchee"
"Seattle","Bozeman"
"Seattle","Boise"
"Seattle","Bellingham"
"Seattle","Billings"
"Seattle","Austin"
"Seattle","Walla Walla"
"Deadhorse","Barrow"
"Deadhorse","Anchorage"
"Santa Barbara","Seattle"
"Redmond-Bend","Seattle"
"Pullman","Seattle"
"Pullman","Lewiston"
"Palm Springs","Sacramento"
"Palm Springs","Seattle"
"Palm Springs","Portland"
"Petersburg","Wrangell"
"Petersburg","Juneau"
"Pasco","Seattle"
"Portland","Palm Springs"
"Portland","Kona"
"Portland","Anchorage"
"Kotzebue","Anchorage"
"Chicago","Anchorage"
"Nome","Anchorage"
"Kahului","Anchorage"
"Oakland","Lihue"
"Missoula","Seattle"
"Medford","Seattle"
"Orlando","Seattle"
"Lewiston","Seattle"
"Lewiston","Pullman"
"Lewiston","Boise"
"Lihue","San Jose"
"Lihue","Seattle"
"Lihue","Oakland"
"Los Angeles","Santa Rosa"
"Las Vegas","Santa Rosa"
"Ketchikan","Wrangell"
"Kona","Seattle"
"Kona","Portland"
"Juneau","Yakutat"
"Juneau","Sitka"
"Juneau","Seattle"
"Juneau","Petersburg"
"Juneau","Anchorage"
"Honolulu","Bellingham"
"Honolulu","Anchorage"
"Helena","Seattle"
"Helena","Great Falls"
"Great Falls","Seattle"
"Great Falls","Helena"
"Spokane","Seattle"
"Kalispell","Seattle"
"Fresno","Seattle"
"Fairbanks","Seattle"
"Fairbanks","Barrow"
"Eugene","Seattle"
"Wenatchee","Seattle"
"Cordova","Yakutat"
"Bozeman","Seattle"
"Barrow","Fairbanks"
"Barrow","Anchorage"
"Boise","Sacramento"
"Boise","San Jose"
"Boise","Seattle"
"Boise","Lewiston"
"Bellingham","Seattle"
"Bellingham","Honolulu"
"Billings","Seattle"
"Austin","Seattle"
"Anchorage","Deadhorse"
"Anchorage","Portland"
"Anchorage","Kotzebue"
"Anchorage","Chicago"
"Anchorage","Nome"
"Anchorage","Kahului"
"Anchorage","Juneau"
"Anchorage","Honolulu"
"Anchorage","Adak Island"
"Walla Walla","Seattle"
"Adak Island","Anchorage"
"Bentonville","New York"
"Bentonville","Dallas-fort Worth"
"Valparaiso","Dallas-fort Worth"
"Knoxville","Miami"
"Knoxville","Dallas-fort Worth"
"Tyler","Dallas-fort Worth"
"Texarkana","Dallas-fort Worth"
"Tucson","Dallas-fort Worth"
"Tulsa","Miami"
"BRISTOL","Chicago"
"Toledo","Chicago"
"Tallahassee","Miami"
"Tallahassee","Dallas-fort Worth"
"St. Louis","Miami"
"Wichita Falls","Dallas-fort Worth"
"San Angelo","Dallas-fort Worth"
"Shreveport","Dallas-fort Worth"
"Springfield","Dallas-fort Worth"
"Louisville","Miami"
"Louisville","Dallas-fort Worth"
"Savannah","Miami"
"Savannah","Dallas-fort Worth"
"San Diego","Dallas-fort Worth"
"Santa Fe","Los Angeles"
"Santa Fe","Dallas-fort Worth"
"Fort Myers","Miami"
"Fort Myers","Dallas-fort Worth"
"Roswell","Dallas-fort Worth"
"Reno","Dallas-fort Worth"
"Richmond","Miami"
"Richmond","Dallas-fort Worth"
"Raleigh-durham","Miami"
"Raleigh-durham","Dallas-fort Worth"
"Rapid City","Dallas-fort Worth"
"Palm Springs","Chicago"
"Palm Springs","Dallas-fort Worth"
"Pensacola","Miami"
"Pensacola","Dallas-fort Worth"
"Pittsburgh (pennsylva)","Miami"
"Pittsburgh (pennsylva)","Dallas-fort Worth"
"Peoria","Dallas-fort Worth"
"Phoenix","Miami"
"West Palm Beach","Chicago"
"West Palm Beach","Dallas-fort Worth"
"Norfolk","Miami"
"Norfolk","Dallas-fort Worth"
"Chicago","BRISTOL"
"Chicago","Toledo"
"Chicago","Palm Springs"
"Chicago","West Palm Beach"
"Chicago","Marquette"
"Chicago","Manhattan"
"Chicago","LaCrosse"
"Chicago","Wilmington"
"Chicago","Hayden"
"Chicago","Flint"
"Chicago","Evansville"
"Chicago","Vail"
"Chicago","Dubuque IA"
"Chicago","Champaign"
"Chicago","Charlottesville VA"
"Chicago","Chattanooga"
"Chicago","Bloomington"
"Chicago","Kalamazoo"
"Chicago","Watertown"
"Ontario","Dallas-fort Worth"
"Kahului","Dallas-fort Worth"
"Montrose CO","Dallas-fort Worth"
"Madison","Dallas-fort Worth"
"Marquette","Chicago"
"Mobile","Dallas-fort Worth"
"Monroe","Dallas-fort Worth"
"Moline","Dallas-fort Worth"
"Miami","Knoxville"
"Miami","Tulsa"
"Miami","Tallahassee"
"Miami","St. Louis"
"Miami","Louisville"
"Miami","Savannah"
"Miami","Fort Myers"
"Miami","Richmond"
"Miami","Raleigh-durham"
"Miami","Pensacola"
"Miami","Pittsburgh (pennsylva)"
"Miami","Norfolk"
"Miami","New Orleans"
"Miami","Las Vegas"
"Miami","Jacksonville"
"Miami","Indianapolis"
"Miami","Greensboro"
"Miami","Gainesville"
"Miami","Key West"
"Miami","Vail"
"Miami","Dallas-fort Worth"
"Miami","Columbus"
"Miami","Charleston"
"Miami","Boston"
"Miami","Nashville"
"Miami","Birmingham"
"Miami","Windsor Locks"
"Manhattan","Chicago"
"Manhattan","Dallas-fort Worth"
"MONTGOMERY","Dallas-fort Worth"
"Orlando","Dallas-fort Worth"
"Kansas City","Dallas-fort Worth"
"Midland","Dallas-fort Worth"
"LaCrosse","Chicago"
"Laredo","Dallas-fort Worth"
"Little Rock","Dallas-fort Worth"
"New York","Bentonville"
"Lafayette","Dallas-fort Worth"
"Lexington KY","Dallas-fort Worth"
"Lake Charles","Dallas-fort Worth"
"Lubbock","Dallas-fort Worth"
"Los Angeles","Santa Fe"
"Los Angeles","Vail"
"Lawton","Dallas-fort Worth"
"Las Vegas","Miami"
"Joplin","Dallas-fort Worth"
"Jacksonville","Miami"
"Jacksonville","Dallas-fort Worth"
"Jackson","Dallas-fort Worth"
"Jacksn Hole","Dallas-fort Worth"
"Indianapolis","Miami"
"Indianapolis","Dallas-fort Worth"
"Wilmington","Chicago"
"Wichita","Dallas-fort Worth"
"Huntsville","Dallas-fort Worth"
"Honolulu","Dallas-fort Worth"
"Hayden","Chicago"
"Hayden","Dallas-fort Worth"
"Gunnison","Dallas-fort Worth"
"Greenville","Dallas-fort Worth"
"Greensboro","Miami"
"Greensboro","Dallas-fort Worth"
"Grand Rapids","Dallas-fort Worth"
"Killeen","Dallas-fort Worth"
"Grand Island","Dallas-fort Worth"
"Gulfport","Dallas-fort Worth"
"Gainesville","Miami"
"Grand Junction","Dallas-fort Worth"
"Longview","Dallas-fort Worth"
"Fort Wayne","Dallas-fort Worth"
"Fort Smith","Dallas-fort Worth"
"Sioux Falls","Dallas-fort Worth"
"Flint","Chicago"
"Fayetteville","Dallas-fort Worth"
"Fresno","Dallas-fort Worth"
"Key West","Miami"
"Evansville","Chicago"
"Evansville","Dallas-fort Worth"
"Vail","Chicago"
"Vail","Miami"
"Vail","Los Angeles"
"Vail","Dallas-fort Worth"
"Des Moines","Dallas-fort Worth"
"Durango","Dallas-fort Worth"
"Dallas-fort Worth","Bentonville"
"Dallas-fort Worth","Valparaiso"
"Dallas-fort Worth","Knoxville"
"Dallas-fort Worth","Tyler"
"Dallas-fort Worth","Texarkana"
"Dallas-fort Worth","Tucson"
"Dallas-fort Worth","Tulsa"
"Dallas-fort Worth","Tallahassee"
"Dallas-fort Worth","St. Louis"
"Dallas-fort Worth","Wichita Falls"
"Dallas-fort Worth","Sacramento"
"Dallas-fort Worth","San Angelo"
"Dallas-fort Worth","Shreveport"
"Dallas-fort Worth","Louisville"
"Dallas-fort Worth","Savannah"
"Dallas-fort Worth","Santa Fe"
"Dallas-fort Worth","Fort Myers"
"Dallas-fort Worth","Roswell"
"Dallas-fort Worth","Reno"
"Dallas-fort Worth","Richmond"
"Dallas-fort Worth","Raleigh-durham"
"Dallas-fort Worth","Rapid City"
"Dallas-fort Worth","Palm Springs"
"Dallas-fort Worth","Pensacola"
"Dallas-fort Worth","Pittsburgh (pennsylva)"
"Dallas-fort Worth","Peoria"
"Dallas-fort Worth","West Palm Beach"
"Dallas-fort Worth","Norfolk"
"Dallas-fort Worth","Ontario"
"Dallas-fort Worth","Kahului"
"Dallas-fort Worth","Montrose CO"
"Dallas-fort Worth","New Orleans"
"Dallas-fort Worth","Madison"
"Dallas-fort Worth","Mobile"
"Dallas-fort Worth","Monroe"
"Dallas-fort Worth","Moline"
"Dallas-fort Worth","Miami"
"Dallas-fort Worth","Manhattan"
"Dallas-fort Worth","MONTGOMERY"
"Dallas-fort Worth","Mcallen"
"Dallas-fort Worth","Orlando"
"Dallas-fort Worth","Kansas City"
"Dallas-fort Worth","Midland"
"Dallas-fort Worth","Laredo"
"Dallas-fort Worth","Little Rock"
"Dallas-fort Worth","Lafayette"
"Dallas-fort Worth","Lexington KY"
"Dallas-fort Worth","Lake Charles"
"Dallas-fort Worth","Lubbock"
"Dallas-fort Worth","Lawton"
"Dallas-fort Worth","Joplin"
"Dallas-fort Worth","Jacksonville"
"Dallas-fort Worth","Jackson"
"Dallas-fort Worth","Jacksn Hole"
"Dallas-fort Worth","Indianapolis"
"Dallas-fort Worth","Wichita"
"Dallas-fort Worth","Honolulu"
"Dallas-fort Worth","Hayden"
"Dallas-fort Worth","Gunnison"
"Dallas-fort Worth","Greenville"
"Dallas-fort Worth","Greensboro"
"Dallas-fort Worth","Grand Rapids"
"Dallas-fort Worth","Killeen"
"Dallas-fort Worth","Grand Island"
"Dallas-fort Worth","Gulfport"
"Dallas-fort Worth","Grand Junction"
"Dallas-fort Worth","Longview"
"Dallas-fort Worth","Fort Wayne"
"Dallas-fort Worth","Fort Smith"
"Dallas-fort Worth","Sioux Falls"
"Dallas-fort Worth","Fayetteville"
"Dallas-fort Worth","Fresno"
"Dallas-fort Worth","Evansville"
"Dallas-fort Worth","Vail"
"Dallas-fort Worth","Des Moines"
"Dallas-fort Worth","Durango"
"Dallas-fort Worth","Dayton"
"Dallas-fort Worth","Cheyenne"
"Dallas-fort Worth","Corpus Christi"
"Dallas-fort Worth","Colorado Springs"
"Dallas-fort Worth","Champaign"
"Dallas-fort Worth","College Station"
"Dallas-fort Worth","Cedar Rapids"
"Dallas-fort Worth","Charleston"
"Dallas-fort Worth","Chattanooga"
"Dallas-fort Worth","Colombia"
"Dallas-fort Worth","Baltimore"
"Dallas-fort Worth","Burbank"
"Dallas-fort Worth","Baton Rouge"
"Dallas-fort Worth","Brownsville"
"Dallas-fort Worth","Boston"
"Dallas-fort Worth","Bloomington"
"Dallas-fort Worth","Birmingham"
"Dallas-fort Worth","Windsor Locks"
"Dallas-fort Worth","Aspen"
"Dallas-fort Worth","Amarillo"
"Dallas-fort Worth","Bush Field"
"Dallas-fort Worth","Alexandria"
"Dallas-fort Worth","Waco"
"Dallas-fort Worth","Abilene"
"Dubuque IA","Chicago"
"Dayton","Dallas-fort Worth"
"Cheyenne","Dallas-fort Worth"
"Corpus Christi","Dallas-fort Worth"
"Colorado Springs","Dallas-fort Worth"
"Champaign","Chicago"
"Champaign","Dallas-fort Worth"
"Columbus","Miami"
"College Station","Dallas-fort Worth"
"Cedar Rapids","Dallas-fort Worth"
"Charleston","Miami"
"Charleston","Dallas-fort Worth"
"Charlottesville VA","Chicago"
"Chattanooga","Chicago"
"Chattanooga","Dallas-fort Worth"
"Colombia","Dallas-fort Worth"
"Baltimore","Dallas-fort Worth"
"Burbank","Dallas-fort Worth"
"Baton Rouge","Dallas-fort Worth"
"Brownsville","Dallas-fort Worth"
"Boston","Miami"
"Boston","Dallas-fort Worth"
"Nashville","Miami"
"Nashville","Dallas-fort Worth"
"Bloomington","Chicago"
"Bloomington","Dallas-fort Worth"
"Birmingham","Miami"
"Windsor Locks","Miami"
"Windsor Locks","Dallas-fort Worth"
"Kalamazoo","Chicago"
"Aspen","Dallas-fort Worth"
"Watertown","Chicago"
"Amarillo","Dallas-fort Worth"
"Bush Field","Dallas-fort Worth"
"Alexandria","Dallas-fort Worth"
"Waco","Dallas-fort Worth"
"Abilene","Dallas-fort Worth"
"Quincy","St. Louis"
"Fort Leonardwood","St. Louis"
"St. Louis","Quincy"
"St. Louis","Fort Leonardwood"
"St. Louis","Owensboro"
"St. Louis","Marion"
"St. Louis","Kirksville"
"St. Louis","Cape Girardeau"
"Saranac Lake","Boston"
"Rutland","Boston"
"Fort Myers","Key West"
"Rockland","Boston"
"Provincetown","Boston"
"Owensboro","St. Louis"
"Ogdensburg","Albany"
"Marion","St. Louis"
"Vineyard Haven MA","Barnstable"
"Vineyard Haven MA","New Bedford"
"Vineyard Haven MA","Boston"
"Vineyard Haven MA","Nantucket"
"Massena","Albany"
"Lancaster","Baltimore"
"Lebanon","White Plains"
"Lebanon","Boston"
"Kirksville","St. Louis"
"Barnstable","Vineyard Haven MA"
"Barnstable","Boston"
"White Plains","Lebanon"
"Hagerstown","Baltimore"
"Key West","Fort Myers"
"New Bedford","Vineyard Haven MA"
"New Bedford","Nantucket"
"Cape Girardeau","St. Louis"
"Baltimore","Lancaster"
"Baltimore","Hagerstown"
"Boston","Saranac Lake"
"Boston","Rutland"
"Boston","Rockland"
"Boston","Provincetown"
"Boston","Vineyard Haven MA"
"Boston","Lebanon"
"Boston","Barnstable"
"Boston","Augusta"
"Boston","Nantucket"
"Augusta","Boston"
"Albany","Ogdensburg"
"Albany","Massena"
"Nantucket","Vineyard Haven MA"
"Nantucket","New Bedford"
"Nantucket","Boston"
"Venetie","Fort Yukon"
"Tanana","Huslia"
"Koyukuk","Huslia"
"Brich Creek","Fort Yukon"
"Brich Creek","Fairbanks"
"Hughes","Tanana"
"Huslia","Tanana"
"Huslia","Ruby"
"Fort Yukon","Brich Creek"
"Fairbanks","Brich Creek"
"Bettles","Allakaket"
"Arctic Village","Venetie"
"Anaktuvuk Pass","Fairbanks"
"Allakaket","Bettles"
"Noatak","Kotzebue"
"Stebbins","Unalakleet"
"Wales","Shishmaref"
"Tin City","Wales"
"Point Hope","Cape Lisburne"
"Kotzebue","Kivalina"
"Nome","Tin City"
"Nome","Koyuk"
"Kivalina","Point Hope"
"Brevig Mission","Nome"
"Koyuk","Nome"
"Golovin","Elim"
"Elim","Golovin"
"Port Lions","Kodiak"
"Old Harbor","Kodiak"
"Akhiok","Kodiak"
"Kodiak","Akhiok"
"Tuntutuliak","Bethel"
"Wales","Brevig Mission"
"Chevak","Hooper Bay"
"Teller","Nome"
"Nunam Iqua","St Mary's"
"Nunam Iqua","Alakanuk"
"Stony River","Aniak"
"Sleetmute","Stony River"
"Shageluk","Grayling"
"Shageluk","Aniak"
"Shishmaref","Wales"
"Scammon Bay","Bethel"
"Deadhorse","Nuiqsut"
"Deadhorse","Fairbanks"
"Deadhorse","Barter Island"
"Russian Mission","Aniak"
"Red Devil","Sleetmute"
"Pilot Station","Mountain Village"
"Pilot Station","Bethel"
"Point Lay","Point Hope"
"Point Lay","Barrow"
"Point Lay","Wainwright"
"Point Hope","Point Lay"
"Kotzebue","Fairbanks"
"Noorvik","Selawik"
"Toksook Bay","Mekoryuk"
"Nome","Wales"
"Nome","Shaktoolik"
"Nome","Brevig Mission"
"Nome","Golovin"
"Nunapitchuk","Austin TX"
"Nulato","Galena"
